#DEBUT TROLLS
57069;1;-17;0
57536;16;-35;0
57694;-28;-31;0
58738;8;-38;0
58834;14;-37;-13
58914;6;-10;-3
59515;-14;-9;0
59889;10;-39;0
59932;6;-10;-3
60040;-8;-38;0
60067;-5;-12;-1
94453;21;-39;-8
60590;-29;-6;0
98952;21;-21;-1
61317;16;-25;0
61363;19;-30;-6
61382;-24;-42;-12
97206;-22;-52;-9
61853;18;-32;0
61914;10;-32;0
61917;20;-20;0
62182;16;-38;-13
62205;-17;-54;0
62291;10;-32;0
62298;-11;-42;0
96936;-6;-14;-11
62675;-21;-25;0
62709;-10;-17;0
63719;2;-54;0
63777;8;-5;-2
63945;9;-30;-8
63958;12;-54;0
64264;25;-5;-13
98672;-14;-32;-1
64506;-24;-43;-11
64584;-15;-11;0
64912;2;-46;0
64994;-20;-40;-4
65073;14;-28;0
65274;1;-36;0
65386;-26;-22;0
65452;-25;-42;0
65781;-20;-29;0
65783;-6;-21;-8
66029;2;-11;0
66086;-1;-27;0
98485;-1;-17;0
66186;14;-15;0
66192;13;-41;-12
66256;24;-37;0
66441;19;-50;-10
66556;19;-19;0
66564;-1;-5;-1
66582;25;-58;-1
66762;-11;-59;-3
67419;-29;-23;0
96515;-21;-13;-1
67710;15;-25;0
67724;-4;-5;0
97002;-10;-20;-14
67930;-21;-16;0
67966;19;-41;0
68030;7;-33;0
68077;-21;-41;-8
68304;-10;-8;0
68342;17;-57;-3
68463;-17;-30;-9
68519;-16;-58;-4
68984;-26;-49;-14
69263;-22;-29;-4
92790;-18;-39;0
92352;-27;-53;0
94501;11;-45;-5
69800;14;-40;0
93614;17;-15;-6
69947;18;-37;-14
69959;-1;-23;-4
90709;5;-9;0
86472;21;-24;0
70205;0;-48;0
70330;-5;-9;0
70373;-6;-44;-3
70409;-21;-42;-6
98901;-21;-9;-1
70567;-9;-23;0
70807;24;-30;0
70819;-9;-21;-1
70968;23;-23;0
71338;-20;-36;-3
71561;-3;-23;0
71649;-11;-23;-11
71719;20;-57;-9
71731;4;-9;0
71960;-18;-12;0
72032;7;-36;-2
72109;15;-33;0
72131;22;-54;0
72192;-18;-25;-2
72529;14;-11;0
95284;-23;-56;-4
73380;8;-33;-2
73510;12;-34;0
73610;1;-26;-6
73970;9;-45;0
74012;-22;-22;0
74006;-24;-15;-11
74056;24;-10;-4
74157;15;-15;-4
74189;22;-17;-12
98770;-21;-19;0
74291;10;-32;0
74517;-4;-24;0
74769;-3;-30;0
92953;16;-32;-4
75293;-3;-30;0
75330;16;-36;0
75406;8;-35;0
75723;18;-37;0
75728;22;-42;-1
75794;11;-37;0
76233;8;-12;-1
76300;-20;-35;-4
76296;-17;-18;0
76458;-15;-23;-14
76599;-2;-33;0
89249;25;-38;0
77306;-10;-20;0
89167;15;-22;0
77676;-2;-33;0
78126;18;-37;-14
78151;22;-37;0
78224;-3;-43;0
91416;21;-17;0
78660;2;-14;0
78836;5;-38;0
78830;-11;-24;0
78911;-27;-26;0
78907;4;-8;0
78917;15;-34;-14
98160;-9;-56;0
79067;-19;-51;-1
95732;-5;-12;-1
79154;16;-48;0
94813;-10;-10;-10
90130;-20;-23;0
90280;6;-34;0
79596;6;-23;0
79604;-21;-41;-6
79648;14;-34;0
98868;-20;-5;0
98540;-3;-15;0
98867;-29;-7;-2
79895;-26;-49;-14
99209;19;-39;-1
80150;-18;-56;-4
80324;9;-9;-9
80428;-25;-25;0
98406;0;-30;0
80679;-4;-37;0
92118;-7;-7;0
80836;19;-27;-3
80977;0;-26;0
81083;-12;-47;0
81357;15;-12;0
85619;7;-41;0
81392;11;-6;-9
94249;21;-27;-7
84476;15;-21;-5
81528;-3;-11;0
81551;-13;-53;0
81599;-23;-13;-11
81685;13;-35;0
81804;-5;-48;-13
81847;-11;-45;0
81881;-19;-36;-4
81870;-17;-5;0
81928;10;-27;0
82059;-26;-25;0
82179;6;-20;0
99253;14;-50;-2
82325;7;-56;-2
82375;-4;-57;-2
91082;-24;-51;-1
82537;13;-13;0
88805;-19;-40;-3
98864;18;-59;0
82569;-25;-25;-2
82609;-10;-56;0
82785;-20;-26;0
91823;-24;-16;0
98566;23;-20;0
82856;15;-34;-14
82922;-2;-31;0
82924;-4;-17;0
82985;-8;-14;-10
83085;19;-24;-5
83138;-16;-51;0
83124;12;-36;-10
83170;9;-14;-4
83233;1;-9;0
83236;0;-52;0
83238;-13;-22;0
85159;-8;-7;0
88274;-8;-25;0
83293;17;-47;-1
83336;-25;-25;0
83428;-10;-15;-9
83427;-7;-14;-10
88930;0;-19;0
91817;-10;-52;0
83638;-29;-15;0
98246;-8;-46;0
83777;-28;-36;0
92428;-7;-13;-13
93987;14;-37;0
83899;-11;-13;0
97277;-12;-5;-1
83944;-15;-23;-14
89213;-7;-7;0
92800;-9;-49;-9
84066;-15;-24;-9
84103;-14;-59;-3
89266;22;-7;0
98708;-21;-51;0
84202;-4;-7;-3
86571;-15;-15;0
88838;13;-40;-12
86424;8;-22;0
87652;-11;-18;0
89573;-24;-12;0
92845;20;-5;-13
90105;-2;-45;0
84416;-19;-40;-9
84436;8;-11;-11
85496;12;-53;0
85257;-22;-28;-5
95915;-1;-53;0
84479;-15;-15;0
84629;-13;-40;-2
88873;-13;-35;0
96649;-17;-6;0
94214;22;-24;-2
84855;-21;-50;-13
97124;2;-50;0
90351;11;-36;0
84814;-2;-43;0
87945;-26;-25;0
85095;25;-53;-3
96939;-10;-29;-11
85022;-13;-23;-9
99336;5;-23;0
97018;-10;-20;-14
86608;-21;-21;-12
88380;-7;-29;0
85878;6;-23;0
98586;-29;-48;0
85837;19;-19;0
90096;-8;-24;0
85801;-20;-31;0
93721;9;-54;0
86704;-2;-28;0
92407;15;-36;0
94696;18;-37;0
86395;-5;-47;-6
88988;-15;-50;0
88702;0;-30;-1
86755;-4;-38;0
98501;17;-59;0
98721;-6;-14;-11
96200;10;-43;-4
92443;-8;-29;-3
90892;20;-21;-4
96022;-26;-42;0
86632;-26;-27;-2
90738;-5;-5;0
90091;23;-47;0
90381;2;-38;0
87562;3;-26;0
92934;-20;-37;-4
96761;-6;-23;-2
87037;20;-5;-13
90320;15;-15;0
87210;2;-57;0
87310;-6;-28;0
92292;21;-14;-1
92263;8;-36;-9
89017;15;-37;-12
96275;-10;-21;0
87515;25;-24;0
97032;-10;-20;-14
98931;-12;-17;0
89966;20;-51;-9
89384;20;-26;-8
98115;3;-45;0
93384;-13;-20;-10
95903;16;-51;0
96523;-25;-55;0
97044;10;-21;-8
98754;-11;-44;0
92741;11;-10;0
98555;-1;-17;-8
93725;-19;-19;0
94995;1;-55;0
94076;1;-36;0
92831;21;-46;0
95200;23;-16;-13
96609;16;-15;0
98569;2;-52;0
96155;10;-5;0
92321;15;-36;0
98221;-8;-12;0
96034;-27;-54;0
91685;-5;-50;-1
98195;-5;-9;0
91792;-6;-16;0
95681;16;-56;0
94038;4;-34;0
92131;19;-26;-8
98169;1;-34;0
92979;-21;-43;0
93279;-12;-59;-10
95133;18;-53;0
97041;8;-16;0
96842;-10;-29;-11
98762;14;-27;0
97234;24;-54;-10
98618;-7;-5;-6
98544;10;-31;-7
95980;14;-42;-12
98148;-18;-52;-1
96710;-2;-16;-2
93555;-8;-30;0
97168;22;-29;-4
95282;10;-7;-3
93769;-19;-25;0
96611;18;-41;-8
97601;21;-57;-1
93975;-22;-37;-5
96062;3;-43;0
96231;-21;-41;-5
98662;13;-59;0
94085;23;-16;-13
94090;7;-31;-10
94608;-28;-35;0
97917;-9;-47;0
96422;-26;-13;-9
96941;15;-15;0
96869;-24;-48;-14
95788;14;-41;-9
98647;-13;-42;0
97003;-16;-12;-1
96443;-21;-38;-12
95804;0;-18;0
98777;-1;-18;0
99290;-14;-35;0
98869;8;-23;-1
98318;6;-21;-5
98181;24;-30;0
97632;-13;-35;0
98380;-24;-14;0
98942;18;-39;-4
97507;22;-47;0
97961;-21;-40;-7
98665;-21;-8;0
98799;10;-48;-1
98750;-6;-48;0
98751;12;-46;0
97450;-7;-23;-3
98834;-19;-57;0
97992;5;-26;0
97543;16;-14;0
98262;25;-26;-1
98855;-9;-28;0
98742;-23;-10;-11
98479;-27;-42;0
98302;-6;-9;-3
98758;-6;-15;-11
97693;16;-48;0
98887;-12;-30;0
97631;-29;-8;0
97677;-21;-13;0
98604;10;-18;0
98208;-16;-55;0
97789;-1;-20;0
98572;17;-38;0
97791;-16;-7;0
97819;12;-40;-13
97825;-19;-51;-1
98216;-23;-39;0
97938;-26;-46;-2
98429;9;-23;0
98925;-12;-17;-2
98389;-3;-27;0
98394;13;-34;0
98433;-6;-14;-11
99064;-7;-8;-4
98967;-6;-53;0
99116;7;-35;-4
98964;-28;-13;0
99270;3;-5;0
99041;-24;-51;-1
98963;7;-6;-2
99210;-23;-40;0
99127;23;-27;-1
99084;-29;-48;0
99324;-24;-59;-1
99234;-23;-59;0
99315;7;-6;-2
99317;16;-20;-1
99100;20;-7;-4
99259;-29;-44;0
99263;-15;-24;0
99266;6;-46;-1
99335;-18;-57;0
99308;-9;-53;0
99329;-13;-11;0
99342;-20;-37;0
#FIN TROLLS
#DEBUT MONSTRES
2080765;Gowap Apprivoisé [Ancien];-28;-33;-14
2423236;Amibe [Nouvelle];-21;-24;-14
1093830;Gowap Apprivoisé [Ancien];-12;-10;-14
2422205;Ame-en-peine [Naissante];-10;-42;-14
2420915;Thri-kreen [Larve];-10;-20;-14
2420916;Thri-kreen [Larve];-10;-20;-14
2398151;Golem de Chair [Jeune];-8;-51;-14
2416929;Thri-kreen [Larve];-4;-23;-14
2413237;Petit Thri-kreen [Larve];8;-49;-14
2413238;Thri-kreen Lobotomisateur [Larve];8;-49;-14
2208394;Gowap Apprivoisé [Chef de harde];17;-37;-14
2090625;Gowap Apprivoisé [Ancien];17;-16;-14
1968404;Gowap Apprivoisé [Ancien];20;-5;-14
2418496;Momie Implacable [Naissante];23;-37;-14
2421846;Amibe Géante [Nouvelle];24;-22;-14
2415908;Lézard Géant [Nouveau];-22;-39;-13
2410918;Hurleur [Nouveau];-21;-50;-13
2405059;Gowap Apprivoisé [Bébé];-15;-12;-13
679877;Gowap Apprivoisé [Ancien];-13;-10;-13
483849;Gowap Apprivoisé [Ancêtre];-10;-20;-13
2412951;Kobold [Nouveau];-5;-48;-13
2412352;Pititabeille Lobotomisatrice [Larve];-5;-48;-13
2376710;Monstre Rouilleur [Jeune];-2;-47;-13
461242;Gowap Apprivoisé [Ancêtre];-2;-44;-13
2416928;Thri-kreen [Larve];-1;-23;-13
2414713;Petit Croquemitaine [Naissant];5;-39;-13
827490;Gowap Apprivoisé [Ancien];9;-37;-13
483917;Gowap Apprivoisé [Ancêtre];20;-26;-13
2370259;Anaconda des Catacombes [Adulte];20;-5;-13
2119233;Gowap Apprivoisé [Ancien];21;-32;-13
1188172;Gowap Apprivoisé [Ancien];22;-18;-13
2414714;Mimique [Nouveau];23;-16;-13
2418393;Ogre [Nouveau];24;-6;-13
738905;Gowap Apprivoisé [Ancien];-29;-50;-12
2421016;Croquemitaine Malade [Naissant];-24;-27;-12
2422262;Champi-Glouton [Nouveau];-22;-39;-12
2423447;Héros Yéti [Nouveau];-21;-21;-12
2419659;Cockatrice [Nouvelle];-13;-51;-12
2419569;Lézard Géant [Nouveau];-3;-48;-12
1396109;Gowap Apprivoisé [Ancien];-3;-47;-12
1325299;Gowap Apprivoisé [Ancien];0;-15;-12
2408333;Crasc [Nouveau];6;-11;-12
2408331;Crasc [Nouveau];6;-11;-12
1912138;Gowap Apprivoisé [Ancien];10;-24;-12
2422120;Guerrier Orque [Nouveau];13;-41;-12
2049326;Gowap Apprivoisé [Ancien];15;-36;-12
2415738;Gargouille [Nouvelle];15;-13;-12
1190263;Gowap Apprivoisé [Ancien];19;-35;-12
1967973;Gowap Apprivoisé [Ancien];20;-5;-12
2321021;Gowap Apprivoisé [Adulte];-11;-8;-11
2404484;Loup-Garou [Nouveau];-10;-29;-11
2409973;Nécrophage Corrompu [Naissant];-10;-29;-11
2412329;Nécrophage [Naissant];-10;-29;-11
2412360;Pititabeille Lobotomisatrice [Larve];-6;-45;-11
2255730;Gowap Apprivoisé [Mature];-6;-8;-11
2419568;Lézard Géant Frénétique [Nouveau];-1;-48;-11
2418499;Momie Cogneuse [Naissante];19;-36;-11
947834;Gowap Apprivoisé [Ancien];20;-16;-11
949940;Gowap Apprivoisé [Ancien];21;-35;-11
676143;Gowap Apprivoisé [Ancien] Speedy le ventru;-12;-46;-10
452107;Gowap Apprivoisé [Ancêtre] Bryan;-11;-18;-10
623680;Gowap Apprivoisé [Ancêtre];-11;-18;-10
689926;Gowap Apprivoisé [Ancien] abruti;-10;-7;-10
483149;Gowap Sauvage [Ancêtre] Mère D'Houyõ;-5;-13;-10
2421932;Fungus Géant [Nouveau];-1;-52;-10
2421931;Fungus Géant [Nouveau];-1;-52;-10
2415883;Gnoll [Nouveau];-1;-24;-10
2405831;Anaconda des Catacombes [Jeune];5;-7;-10
2423459;Cockatrice [Nouvelle];6;-29;-10
677185;Gowap Apprivoisé [Ancien];6;-27;-10
2418326;Momie [Naissante];12;-23;-10
1911838;Gowap Apprivoisé [Ancien];18;-30;-10
2414585;Gremlins [Nouveau];19;-50;-10
2403819;Slaad [Nouveau];24;-54;-10
1244393;Gowap Apprivoisé [Ancien];24;-21;-10
2423290;Petite Momie [Naissante];-23;-19;-9
2420883;Gargouille [Nouvelle];-22;-52;-9
1836233;Gowap Apprivoisé [Ancien] Kourvitte;-22;-13;-9
2415324;Strige Morticole [Larve];-19;-40;-9
2388027;Gowap Apprivoisé [Enfançon];-18;-55;-9
2404957;Champi-Glouton [Nouveau];-17;-30;-9
2421327;Gremlins [Nouveau];-14;-23;-9
2421482;Frondeur Gremlins [Nouveau];-14;-23;-9
1866598;Gowap Apprivoisé [Ancien];-13;-48;-9
2422145;Ogre [Nouveau];-13;-23;-9
2417826;Gremlins [Nouveau];-13;-23;-9
2421743;Gremlins [Nouveau];-13;-23;-9
2421742;Gremlins [Nouveau];-12;-23;-9
2422487;Frondeur Gremlins [Nouveau];-11;-24;-9
2414797;Petite Gargouille [Nouvelle];-9;-49;-9
2412529;Gnoll [Nouveau];-6;-54;-9
2420901;Tutoki [Nouveau];-6;-50;-9
2415031;Petite Pititabeille [Larve];-3;-54;-9
601556;Gowap Apprivoisé [Ancêtre];2;-52;-9
2371655;Gowap Apprivoisé [Jeune];2;-35;-9
2421349;Héros Goblin [Nouveau];6;-11;-9
2410106;Pititabeille [Larve];8;-39;-9
2423458;Cockatrice [Nouvelle];8;-30;-9
2419788;Goblin Coriace [Nouveau];9;-29;-9
2422121;Orque [Nouveau];11;-44;-9
2422119;Voleur Orque [Nouveau];14;-41;-9
2411142;Gremlins [Nouveau];20;-58;-9
486023;Gowap Apprivoisé [Ancêtre];20;-26;-9
587224;Gowap Apprivoisé [Ancêtre];20;-26;-9
2122789;Gowap Apprivoisé [Ancien];22;-37;-9
2415828;Grand Frondeur Rat-Garou [Jeune];-25;-37;-8
2400818;Minotaure [Nouveau];-18;-55;-8
1977381;Gowap Apprivoisé [Ancien] Raymond;-15;-24;-8
2419656;Voleur Lutin [Nouveau];-1;-17;-8
2415038;Petite Pititabeille [Larve];0;-59;-8
2419657;Lutin [Nouveau];1;-16;-8
1723273;Gowap Apprivoisé [Ancien];3;-33;-8
578597;Gowap Apprivoisé [Ancêtre];10;-26;-8
2413704;Cockatrice [Nouvelle];10;-21;-8
2423449;Gnoll [Nouveau];14;-32;-8
518572;Gowap Apprivoisé [Ancêtre];17;-22;-8
1039214;Gowap Sauvage [Ancien];19;-26;-8
628059;Gowap Apprivoisé [Ancêtre];20;-25;-8
1985482;Gowap Apprivoisé [Ancien];20;-24;-8
1112076;Gowap Apprivoisé [Ancien];21;-23;-8
2412641;Yéti [Nouveau];25;-18;-8
2421137;Ombre [Naissante];-23;-50;-7
2422133;Ogre [Nouveau];-23;-7;-7
2412631;Guerrier Rat-Garou [Nouveau];-5;-12;-7
2412630;Rat-Garou Fou [Nouveau];-5;-12;-7
1020853;Gowap Apprivoisé [Ancien];10;-31;-7
742629;Gowap Apprivoisé [Ancien];17;-23;-7
2418453;Gowap Apprivoisé [Bébé];18;-25;-7
2414403;Squelette [Naissant];18;-22;-7
504552;Gowap Apprivoisé [Ancêtre];18;-22;-7
556896;Gowap Apprivoisé [Ancêtre];18;-22;-7
954028;Gowap Apprivoisé [Ancien];18;-22;-7
1169142;Gowap Sauvage [Ancien];20;-23;-7
1058429;Gowap Apprivoisé [Ancien];20;-22;-7
1812145;Gowap Apprivoisé [Ancien];20;-20;-7
2423304;Barbare Orque [Nouveau];-27;-44;-6
2418614;Rat Géant Coriace [Bébé];-10;-48;-6
2418562;Kobold [Nouveau];-10;-8;-6
2415032;Petite Pititabeille [Larve];4;-53;-6
2410193;Fungus Violet Gargantuesque [Nouveau];6;-55;-6
2423258;Rat-Garou [Nouveau];10;-35;-6
1853716;Gowap Apprivoisé [Ancien];18;-8;-6
2416125;Strige Soldat [Larve];-29;-30;-5
2416846;Kobold [Nouveau];-22;-37;-5
2423059;Strige [Larve];-21;-41;-5
1211979;Gowap Apprivoisé [Ancien];-18;-37;-5
2414131;Strige [Larve];-4;-41;-5
2420241;Goblin Agressif [Nouveau];-1;-38;-5
2391400;Goule [Récente];5;-22;-5
2420512;Goblin Guérisseur [Nouveau];6;-21;-5
2420513;Goblin [Nouveau];6;-21;-5
2421646;Goblin Mutant [Nouveau];8;-51;-5
1683429;Gowap Apprivoisé [Ancien];9;-14;-5
2418389;Hurleur [Nouveau];11;-9;-5
2358791;Gowap Apprivoisé [Jeune];12;-27;-5
2418388;Fungus Violet Frénétique [Nouveau];14;-10;-5
2397769;Gowap Apprivoisé [Enfançon];18;-24;-5
2398267;Gowap Apprivoisé [Enfançon];19;-24;-5
2387024;Bouj'Dla Esculape [Jeune];19;-24;-5
1801905;Gowap Apprivoisé [Ancien] stephanie gowapette sexy;20;-21;-5
771729;Gowap Apprivoisé [Ancien];21;-23;-5
2082034;Gowap Apprivoisé [Ancien];21;-6;-5
2423302;Orque Agressif [Nouveau];-29;-44;-4
2421823;Rat Géant [Bébé];-24;-28;-4
2417242;Araignée Géante Morticole [Larve];-23;-56;-4
2423397;Chauve-Souris Géante [Bébé];-23;-56;-4
2414466;Strige [Larve];-4;-57;-4
2415973;Lutin Mutant [Nouveau];-3;-30;-4
2417810;Strige Corrompue [Larve];0;-42;-4
1347645;Gowap Apprivoisé [Ancien] Gowoum;1;-43;-4
715435;Gowap Apprivoisé [Ancien];2;-17;-4
2418561;Zombie [Naissant];7;-41;-4
2421645;Goblin [Nouveau];7;-35;-4
2421650;Shaman Goblin [Nouveau];7;-35;-4
2416365;Paysan Goblin [Nouveau];14;-35;-4
2398427;Familier [Jeune];18;-46;-4
2415931;Scarabée Géant [Larve];20;-21;-4
2421716;Rat Géant [Bébé];-29;-34;-3
2423399;Chauve-Souris Géante [Bébé];-24;-56;-3
2423398;Chauve-Souris Géante [Bébé];-23;-54;-3
2417357;Kobold [Nouveau];-20;-36;-3
1745106;Gowap Apprivoisé [Ancien];-20;-30;-3
2421370;Squelette Implacable [Naissant];-18;-12;-3
2418321;Zombie [Naissant];-10;-40;-3
2412358;Pititabeille Lobotomisatrice [Larve];-10;-40;-3
2421199;Squelette Malade [Naissant];-8;-29;-3
2403965;Rat Géant Cogneur [Enfançon];-8;-29;-3
2420996;Kobold [Nouveau];-7;-23;-3
2403966;Rat Géant Coriace [Enfançon];-5;-32;-3
2415436;Rat Géant [Bébé];-2;-28;-3
2403967;Rat Géant [Enfançon];-1;-28;-3
2422472;Rat Géant [Bébé];6;-10;-3
2421825;Grand Frondeur Goblin [Nouveau];19;-54;-3
2421109;Strige [Larve];19;-27;-3
2414917;Gros Squelette [Naissant];-29;-7;-2
2421829;Rat Géant Corrompu [Bébé];-28;-31;-2
2414948;Ombre [Récente];-26;-46;-2
2423867;Goblin Mutant [Nouveau];-16;-46;-2
2422940;Strige [Larve];-13;-55;-2
2412355;Pititabeille Lobotomisatrice [Larve];-13;-40;-2
2422479;Gros Squelette [Naissant];-12;-17;-2
2424066;Goblin [Nouveau];-9;-28;-2
2424070;Goblin Agressif [Nouveau];-9;-28;-2
2424069;Goblin [Nouveau];-9;-28;-2
2424057;Rat Géant Attentionné [Bébé];-7;-7;-2
2424052;Rat Géant [Bébé];-7;-7;-2
2424054;Rat Géant [Bébé];-7;-7;-2
2424053;Rat Géant Enragé [Bébé];-7;-7;-2
2414467;Strige [Larve];-4;-57;-2
544978;Gowap Apprivoisé [Ancêtre] Spinoza;-1;-5;-2
2420237;Shaman Goblin [Nouveau];2;-31;-2
2424072;Goblin [Nouveau];3;-55;-2
2424073;Shaman Goblin [Nouveau];3;-55;-2
2419770;Araignée Géante [Larve];5;-29;-2
2417541;Reine Strige [Larve];5;-16;-2
2417170;Goule Corrompue [Naissante];8;-5;-2
2090624;Gowap Apprivoisé [Ancien];9;-19;-2
2418861;Strige [Larve];10;-30;-2
2290343;Gowap Apprivoisé [Mature];15;-30;-2
1461468;Gowap Apprivoisé [Ancien];17;-33;-2
2212782;Gowap Apprivoisé [Chef de harde];-28;-7;-1
2394808;Familier [Jeune];-27;-6;-1
2065696;Gowap Apprivoisé [Ancien];-25;-52;-1
2404873;Goblin [Nouveau];-24;-56;-1
2388860;Nâ-Hàniym-Hééé [Récent];-21;-9;-1
533044;Gowap Apprivoisé [Ancêtre];-20;-20;-1
2409426;Petit Kobold [Nouveau];-19;-51;-1
2415523;Strige [Larve];-16;-33;-1
2411374;Pititabeille [Larve];-16;-33;-1
1285809;Gowap Apprivoisé [Ancien];-16;-13;-1
2296319;Gowap Apprivoisé [Adulte];-15;-50;-1
442811;Gowap Apprivoisé [Ancêtre];-13;-15;-1
446740;Gowap Apprivoisé [Ancêtre];-13;-10;-1
1712553;Gowap Apprivoisé [Ancien];-10;-30;-1
2273297;Gowap Apprivoisé [Mature];-7;-29;-1
2407717;Kobold [Nouveau];-5;-12;-1
1503570;Gowap Apprivoisé [Ancien];-5;-9;-1
2419350;Squelette [Naissant];-3;-51;-1
1264507;Gowap Apprivoisé [Ancien];0;-29;-1
1347537;Gowap Apprivoisé [Ancien];0;-27;-1
2420236;Goblin [Nouveau];2;-31;-1
1205621;Gowap Apprivoisé [Ancien];3;-49;-1
495818;Gowap Apprivoisé [Ancêtre];6;-30;-1
2423831;Goblin [Nouveau];7;-55;-1
2416181;Goblin Corrompu [Nouveau];7;-16;-1
2423829;Goblin [Nouveau];8;-53;-1
2403968;Rat Géant [Enfançon];9;-21;-1
